p cnf 47 867
-1 -7 -13 -37 -43 0
-1 -7 -19 -25 -31 0
-1 -7 -19 -25 -37 0
-1 -7 -19 -25 -43 0
-1 -7 -19 -31 -37 0
-1 -7 -19 -31 -43 0
-1 -7 -19 -37 -43 0
-1 -7 -25 -31 -37 0
-1 -7 -25 -31 -43 0
-1 -7 -25 -37 -43 0
-1 -7 -31 -37 -43 0
-1 -13 -19 -25 -31 0
-1 -13 -19 -25 -37 0
-1 -13 -19 -25 -43 0
-1 -13 -19 -31 -37 0
-1 -13 -19 -31 -43 0
-1 -13 -19 -37 -43 0
-1 -13 -25 -31 -37 0
-1 -13 -25 -31 -43 0
-1 -13 -25 -37 -43 0
-1 -13 -31 -37 -43 0
-1 -19 -25 -31 -37 0
-1 -19 -25 -31 -43 0
-1 -19 -25 -37 -43 0
-1 -19 -31 -37 -43 0
-1 -25 -31 -37 -43 0
-7 -13 -19 -25 -31 0
-7 -13 -19 -25 -37 0
-7 -13 -19 -25 -43 0
-7 -13 -19 -31 -37 0
-7 -13 -19 -31 -43 0
-7 -13 -19 -37 -43 0
-7 -13 -25 -31 -37 0
-7 -13 -25 -31 -43 0
-7 -13 -25 -37 -43 0
-7 -13 -31 -37 -43 0
-7 -19 -25 -31 -37 0
-7 -19 -25 -31 -43 0
-7 -19 -25 -37 -43 0
-7 -19 -31 -37 -43 0
-7 -25 -31 -37 -43 0
-13 -19 -25 -31 -37 0
-13 -19 -25 -31 -43 0
-13 -19 -25 -37 -43 0
-13 -19 -31 -37 -43 0
-13 -25 -31 -37 -43 0
-19 -25 -31 -37 -43 0
1 7 13 19 25 0
1 7 13 19 31 0
1 7 13 19 37 0
1 7 13 19 43 0
1 7 13 25 31 0
1 7 13 25 37 0
1 7 13 25 43 0
1 7 13 31 37 0
1 7 13 31 43 0
1 7 13 37 43 0
1 7 19 25 31 0
1 7 19 25 37 0
1 7 19 25 43 0
1 7 19 31 37 0
1 7 19 31 43 0
1 7 19 37 43 0
1 7 25 31 37 0
1 7 25 31 43 0
1 7 25 37 43 0
1 7 31 37 43 0
1 13 19 25 31 0
1 13 19 25 37 0
1 13 19 25 43 0
1 13 19 31 37 0
1 13 19 31 43 0
1 13 19 37 43 0
1 13 25 31 37 0
1 13 25 31 43 0
1 13 25 37 43 0
1 13 31 37 43 0
1 19 25 31 37 0
1 19 25 31 43 0
1 19 25 37 43 0
1 19 31 37 43 0
1 25 31 37 43 0
7 13 19 25 31 0
7 13 19 25 37 0
7 13 19 25 43 0
7 13 19 31 37 0
7 13 19 31 43 0
7 13 19 37 43 0
7 13 25 31 37 0
7 13 25 31 43 0
7 13 25 37 43 0
7 13 31 37 43 0
7 19 25 31 37 0
7 19 25 31 43 0
7 19 25 37 43 0
7 19 31 37 43 0
7 25 31 37 43 0
13 19 25 31 37 0
13 19 25 31 43 0
13 19 25 37 43 0
13 19 31 37 43 0
13 25 31 37 43 0
19 25 31 37 43 0
-2 -8 -14 -20 -26 0
-2 -8 -14 -20 -32 0
-2 -8 -14 -20 -38 0
-2 -8 -14 -20 -44 0
-2 -8 -14 -26 -32 0
-2 -8 -14 -26 -38 0
-2 -8 -14 -26 -44 0
-2 -8 -14 -32 -38 0
-2 -8 -14 -32 -44 0
-2 -8 -14 -38 -44 0
-2 -8 -20 -26 -32 0
-2 -8 -20 -26 -38 0
-2 -8 -20 -26 -44 0
-2 -8 -20 -32 -38 0
-2 -8 -20 -32 -44 0
-2 -8 -20 -38 -44 0
-2 -8 -26 -32 -38 0
-2 -8 -26 -32 -44 0
-2 -8 -26 -38 -44 0
-2 -8 -32 -38 -44 0
-2 -14 -20 -26 -32 0
-2 -14 -20 -26 -38 0
-2 -14 -20 -26 -44 0
-2 -14 -20 -32 -38 0
-2 -14 -20 -32 -44 0
-2 -14 -20 -38 -44 0
-2 -14 -26 -32 -38 0
-2 -14 -26 -32 -44 0
-2 -14 -26 -38 -44 0
-2 -14 -32 -38 -44 0
-2 -20 -26 -32 -38 0
-2 -20 -26 -32 -44 0
-2 -20 -26 -38 -44 0
-2 -20 -32 -38 -44 0
-2 -26 -32 -38 -44 0
-8 -14 -20 -26 -32 0
-8 -14 -20 -26 -38 0
-8 -14 -20 -26 -44 0
-8 -14 -20 -32 -38 0
-8 -14 -20 -32 -44 0
-8 -14 -20 -38 -44 0
-8 -14 -26 -32 -38 0
-8 -14 -26 -32 -44 0
-8 -14 -26 -38 -44 0
-8 -14 -32 -38 -44 0
-8 -20 -26 -32 -38 0
-8 -20 -26 -32 -44 0
-8 -20 -26 -38 -44 0
-8 -20 -32 -38 -44 0
-8 -26 -32 -38 -44 0
-14 -20 -26 -32 -38 0
-14 -20 -26 -32 -44 0
-14 -20 -26 -38 -44 0
-14 -20 -32 -38 -44 0
-14 -26 -32 -38 -44 0
-20 -26 -32 -38 -44 0
2 8 14 20 26 0
2 8 14 20 32 0
2 8 14 20 38 0
2 8 14 20 44 0
2 8 14 26 32 0
2 8 14 26 38 0
2 8 14 26 44 0
2 8 14 32 38 0
2 8 14 32 44 0
2 8 14 38 44 0
2 8 20 26 32 0
2 8 20 26 38 0
2 8 20 26 44 0
2 8 20 32 38 0
2 8 20 32 44 0
2 8 20 38 44 0
2 8 26 32 38 0
2 8 26 32 44 0
2 8 26 38 44 0
2 8 32 38 44 0
2 14 20 26 32 0
2 14 20 26 38 0
2 14 20 26 44 0
2 14 20 32 38 0
2 14 20 32 44 0
2 14 20 38 44 0
2 14 26 32 38 0
2 14 26 32 44 0
2 14 26 38 44 0
2 14 32 38 44 0
2 20 26 32 38 0
2 20 26 32 44 0
2 20 26 38 44 0
2 20 32 38 44 0
2 26 32 38 44 0
8 14 20 26 32 0
8 14 20 26 38 0
8 14 20 26 44 0
8 14 20 32 38 0
8 14 20 32 44 0
8 14 20 38 44 0
8 14 26 32 38 0
8 14 26 32 44 0
8 14 26 38 44 0
8 14 32 38 44 0
8 20 26 32 38 0
8 20 26 32 44 0
8 20 26 38 44 0
8 20 32 38 44 0
8 26 32 38 44 0
14 20 26 32 38 0
14 20 26 32 44 0
14 20 26 38 44 0
14 20 32 38 44 0
14 26 32 38 44 0
20 26 32 38 44 0
-3 -9 -15 -21 -27 0
-3 -9 -15 -21 -33 0
-3 -9 -15 -21 -39 0
-3 -9 -15 -27 -33 0
-3 -9 -15 -27 -39 0
-3 -9 -15 -33 -39 0
-3 -9 -21 -27 -33 0
-3 -9 -21 -27 -39 0
-3 -9 -21 -33 -39 0
-3 -9 -27 -33 -39 0
-3 -15 -21 -27 -33 0
-3 -15 -21 -27 -39 0
-3 -15 -21 -33 -39 0
-3 -15 -27 -33 -39 0
-3 -21 -27 -33 -39 0
-9 -15 -21 -27 -33 0
-9 -15 -21 -27 -39 0
-9 -15 -21 -33 -39 0
-9 -15 -27 -33 -39 0
-9 -21 -27 -33 -39 0
-15 -21 -27 -33 -39 0
3 9 15 21 27 0
3 9 15 21 33 0
3 9 15 21 39 0
3 9 15 21 0
3 9 15 27 33 0
3 9 15 27 39 0
3 9 15 27 0
3 9 15 33 39 0
3 9 15 33 0
3 9 15 39 0
3 9 21 27 33 0
3 9 21 27 39 0
3 9 21 27 0
3 9 21 33 39 0
3 9 21 33 0
3 9 21 39 0
3 9 27 33 39 0
3 9 27 33 0
3 9 27 39 0
3 9 33 39 0
3 15 21 27 33 0
3 15 21 27 39 0
3 15 21 27 0
3 15 21 33 39 0
3 15 21 33 0
3 15 21 39 0
3 15 27 33 39 0
3 15 27 33 0
3 15 27 39 0
3 15 33 39 0
3 21 27 33 39 0
3 21 27 33 0
3 21 27 39 0
3 21 33 39 0
3 27 33 39 0
9 15 21 27 33 0
9 15 21 27 39 0
9 15 21 27 0
9 15 21 33 39 0
9 15 21 33 0
9 15 21 39 0
9 15 27 33 39 0
9 15 27 33 0
9 15 27 39 0
9 15 33 39 0
9 21 27 33 39 0
9 21 27 33 0
9 21 27 39 0
9 21 33 39 0
9 27 33 39 0
15 21 27 33 39 0
15 21 27 33 0
15 21 27 39 0
15 21 33 39 0
15 27 33 39 0
21 27 33 39 0
-4 -10 -16 -22 -28 0
-4 -10 -16 -22 -34 0
-4 -10 -16 -22 -40 0
-4 -10 -16 -22 -45 0
-4 -10 -16 -28 -34 0
-4 -10 -16 -28 -40 0
-4 -10 -16 -28 -45 0
-4 -10 -16 -34 -40 0
-4 -10 -16 -34 -45 0
-4 -10 -16 -40 -45 0
-4 -10 -22 -28 -34 0
-4 -10 -22 -28 -40 0
-4 -10 -22 -28 -45 0
-4 -10 -22 -34 -40 0
-4 -10 -22 -34 -45 0
-4 -10 -22 -40 -45 0
-4 -10 -28 -34 -40 0
-4 -10 -28 -34 -45 0
-4 -10 -28 -40 -45 0
-4 -10 -34 -40 -45 0
-4 -16 -22 -28 -34 0
-4 -16 -22 -28 -40 0
-4 -16 -22 -28 -45 0
-4 -16 -22 -34 -40 0
-4 -16 -22 -34 -45 0
-4 -16 -22 -40 -45 0
-4 -16 -28 -34 -40 0
-4 -16 -28 -34 -45 0
-4 -16 -28 -40 -45 0
-4 -16 -34 -40 -45 0
-4 -22 -28 -34 -40 0
-4 -22 -28 -34 -45 0
-4 -22 -28 -40 -45 0
-4 -22 -34 -40 -45 0
-4 -28 -34 -40 -45 0
-10 -16 -22 -28 -34 0
-10 -16 -22 -28 -40 0
-10 -16 -22 -28 -45 0
-10 -16 -22 -34 -40 0
-10 -16 -22 -34 -45 0
-10 -16 -22 -40 -45 0
-10 -16 -28 -34 -40 0
-10 -16 -28 -34 -45 0
-10 -16 -28 -40 -45 0
-10 -16 -34 -40 -45 0
-10 -22 -28 -34 -40 0
-10 -22 -28 -34 -45 0
-10 -22 -28 -40 -45 0
-10 -22 -34 -40 -45 0
-10 -28 -34 -40 -45 0
-16 -22 -28 -34 -40 0
-16 -22 -28 -34 -45 0
-16 -22 -28 -40 -45 0
-16 -22 -34 -40 -45 0
-16 -28 -34 -40 -45 0
-22 -28 -34 -40 -45 0
4 10 16 22 28 0
4 10 16 22 34 0
4 10 16 22 40 0
4 10 16 22 45 0
4 10 16 28 34 0
4 10 16 28 40 0
4 10 16 28 45 0
4 10 16 34 40 0
4 10 16 34 45 0
4 10 16 40 45 0
4 10 22 28 34 0
4 10 22 28 40 0
4 10 22 28 45 0
4 10 22 34 40 0
4 10 22 34 45 0
4 10 22 40 45 0
4 10 28 34 40 0
4 10 28 34 45 0
4 10 28 40 45 0
4 10 34 40 45 0
4 16 22 28 34 0
4 16 22 28 40 0
4 16 22 28 45 0
4 16 22 34 40 0
4 16 22 34 45 0
4 16 22 40 45 0
4 16 28 34 40 0
4 16 28 34 45 0
4 16 28 40 45 0
4 16 34 40 45 0
4 22 28 34 40 0
4 22 28 34 45 0
4 22 28 40 45 0
4 22 34 40 45 0
4 28 34 40 45 0
10 16 22 28 34 0
10 16 22 28 40 0
10 16 22 28 45 0
10 16 22 34 40 0
10 16 22 34 45 0
10 16 22 40 45 0
10 16 28 34 40 0
10 16 28 34 45 0
10 16 28 40 45 0
10 16 34 40 45 0
10 22 28 34 40 0
10 22 28 34 45 0
10 22 28 40 45 0
10 22 34 40 45 0
10 28 34 40 45 0
16 22 28 34 40 0
16 22 28 34 45 0
16 22 28 40 45 0
16 22 34 40 45 0
16 28 34 40 45 0
22 28 34 40 45 0
-5 -11 -17 -23 -29 0
-5 -11 -17 -23 -35 0
-5 -11 -17 -23 -41 0
-5 -11 -17 -23 -46 0
-5 -11 -17 -29 -35 0
-5 -11 -17 -29 -41 0
-5 -11 -17 -29 -46 0
-5 -11 -17 -35 -41 0
-5 -11 -17 -35 -46 0
-5 -11 -17 -41 -46 0
-5 -11 -23 -29 -35 0
-5 -11 -23 -29 -41 0
-5 -11 -23 -29 -46 0
-5 -11 -23 -35 -41 0
-5 -11 -23 -35 -46 0
-5 -11 -23 -41 -46 0
-5 -11 -29 -35 -41 0
-5 -11 -29 -35 -46 0
-5 -11 -29 -41 -46 0
-5 -11 -35 -41 -46 0
-5 -17 -23 -29 -35 0
-5 -17 -23 -29 -41 0
-5 -17 -23 -29 -46 0
-5 -17 -23 -35 -41 0
-5 -17 -23 -35 -46 0
-5 -17 -23 -41 -46 0
-5 -17 -29 -35 -41 0
-5 -17 -29 -35 -46 0
-5 -17 -29 -41 -46 0
-5 -17 -35 -41 -46 0
-5 -23 -29 -35 -41 0
-5 -23 -29 -35 -46 0
-5 -23 -29 -41 -46 0
-5 -23 -35 -41 -46 0
-5 -29 -35 -41 -46 0
-11 -17 -23 -29 -35 0
-11 -17 -23 -29 -41 0
-11 -17 -23 -29 -46 0
-11 -17 -23 -35 -41 0
-11 -17 -23 -35 -46 0
-11 -17 -23 -41 -46 0
-11 -17 -29 -35 -41 0
-11 -17 -29 -35 -46 0
-11 -17 -29 -41 -46 0
-11 -17 -35 -41 -46 0
-11 -23 -29 -35 -41 0
-11 -23 -29 -35 -46 0
-11 -23 -29 -41 -46 0
-11 -23 -35 -41 -46 0
-11 -29 -35 -41 -46 0
-17 -23 -29 -35 -41 0
-17 -23 -29 -35 -46 0
-17 -23 -29 -41 -46 0
-17 -23 -35 -41 -46 0
-17 -29 -35 -41 -46 0
-23 -29 -35 -41 -46 0
5 11 17 23 29 0
5 11 17 23 35 0
5 11 17 23 41 0
5 11 17 23 46 0
5 11 17 29 35 0
5 11 17 29 41 0
5 11 17 29 46 0
5 11 17 35 41 0
5 11 17 35 46 0
5 11 17 41 46 0
5 11 23 29 35 0
5 11 23 29 41 0
5 11 23 29 46 0
5 11 23 35 41 0
5 11 23 35 46 0
5 11 23 41 46 0
5 11 29 35 41 0
5 11 29 35 46 0
5 11 29 41 46 0
5 11 35 41 46 0
5 17 23 29 35 0
5 17 23 29 41 0
5 17 23 29 46 0
5 17 23 35 41 0
5 17 23 35 46 0
5 17 23 41 46 0
5 17 29 35 41 0
5 17 29 35 46 0
5 17 29 41 46 0
5 17 35 41 46 0
5 23 29 35 41 0
5 23 29 35 46 0
5 23 29 41 46 0
5 23 35 41 46 0
5 29 35 41 46 0
11 17 23 29 35 0
11 17 23 29 41 0
11 17 23 29 46 0
11 17 23 35 41 0
11 17 23 35 46 0
11 17 23 41 46 0
11 17 29 35 41 0
11 17 29 35 46 0
11 17 29 41 46 0
11 17 35 41 46 0
11 23 29 35 41 0
11 23 29 35 46 0
11 23 29 41 46 0
11 23 35 41 46 0
11 29 35 41 46 0
17 23 29 35 41 0
17 23 29 35 46 0
17 23 29 41 46 0
17 23 35 41 46 0
17 29 35 41 46 0
23 29 35 41 46 0
-6 -12 -18 -24 -30 0
-6 -12 -18 -24 -36 0
-6 -12 -18 -24 -42 0
-6 -12 -18 -24 -47 0
-6 -12 -18 -30 -36 0
-6 -12 -18 -30 -42 0
-6 -12 -18 -30 -47 0
-6 -12 -18 -36 -42 0
-6 -12 -18 -36 -47 0
-6 -12 -18 -42 -47 0
-6 -12 -24 -30 -36 0
-6 -12 -24 -30 -42 0
-6 -12 -24 -30 -47 0
-6 -12 -24 -36 -42 0
-6 -12 -24 -36 -47 0
-6 -12 -24 -42 -47 0
-6 -12 -30 -36 -42 0
-6 -12 -30 -36 -47 0
-6 -12 -30 -42 -47 0
-6 -12 -36 -42 -47 0
-6 -18 -24 -30 -36 0
-6 -18 -24 -30 -42 0
-6 -18 -24 -30 -47 0
-6 -18 -24 -36 -42 0
-6 -18 -24 -36 -47 0
-6 -18 -24 -42 -47 0
-6 -18 -30 -36 -42 0
-6 -18 -30 -36 -47 0
-6 -18 -30 -42 -47 0
-6 -18 -36 -42 -47 0
-6 -24 -30 -36 -42 0
-6 -24 -30 -36 -47 0
-6 -24 -30 -42 -47 0
-6 -24 -36 -42 -47 0
-6 -30 -36 -42 -47 0
-12 -18 -24 -30 -36 0
-12 -18 -24 -30 -42 0
-12 -18 -24 -30 -47 0
-12 -18 -24 -36 -42 0
-12 -18 -24 -36 -47 0
-12 -18 -24 -42 -47 0
-12 -18 -30 -36 -42 0
-12 -18 -30 -36 -47 0
-12 -18 -30 -42 -47 0
-12 -18 -36 -42 -47 0
-12 -24 -30 -36 -42 0
-12 -24 -30 -36 -47 0
-12 -24 -30 -42 -47 0
-12 -24 -36 -42 -47 0
-12 -30 -36 -42 -47 0
-18 -24 -30 -36 -42 0
-18 -24 -30 -36 -47 0
-18 -24 -30 -42 -47 0
-18 -24 -36 -42 -47 0
-18 -30 -36 -42 -47 0
-24 -30 -36 -42 -47 0
6 12 18 24 30 0
6 12 18 24 36 0
6 12 18 24 42 0
6 12 18 24 47 0
6 12 18 30 36 0
6 12 18 30 42 0
6 12 18 30 47 0
6 12 18 36 42 0
6 12 18 36 47 0
6 12 18 42 47 0
6 12 24 30 36 0
6 12 24 30 42 0
6 12 24 30 47 0
6 12 24 36 42 0
6 12 24 36 47 0
6 12 24 42 47 0
6 12 30 36 42 0
6 12 30 36 47 0
6 12 30 42 47 0
6 12 36 42 47 0
6 18 24 30 36 0
6 18 24 30 42 0
6 18 24 30 47 0
6 18 24 36 42 0
6 18 24 36 47 0
6 18 24 42 47 0
6 18 30 36 42 0
6 18 30 36 47 0
6 18 30 42 47 0
6 18 36 42 47 0
6 24 30 36 42 0
6 24 30 36 47 0
6 24 30 42 47 0
6 24 36 42 47 0
6 30 36 42 47 0
12 18 24 30 36 0
12 18 24 30 42 0
12 18 24 30 47 0
12 18 24 36 42 0
12 18 24 36 47 0
12 18 24 42 47 0
12 18 30 36 42 0
12 18 30 36 47 0
12 18 30 42 47 0
12 18 36 42 47 0
12 24 30 36 42 0
12 24 30 36 47 0
12 24 30 42 47 0
12 24 36 42 47 0
12 30 36 42 47 0
18 24 30 36 42 0
18 24 30 36 47 0
18 24 30 42 47 0
18 24 36 42 47 0
18 30 36 42 47 0
24 30 36 42 47 0
