p cnf 59 2684
-49 -50 -51 -53 0
-49 -50 -52 -53 0
-49 -51 -52 -53 0
-50 -51 -52 -53 0
48 49 50 51 0
48 49 50 52 0
48 49 50 53 0
48 49 51 52 0
48 49 51 53 0
48 49 52 53 0
48 50 51 52 0
48 50 51 53 0
48 50 52 53 0
48 51 52 53 0
49 50 51 52 0
49 50 51 53 0
49 50 52 53 0
49 51 52 53 0
50 51 52 53 0
-54 -55 -56 -57 0
-54 -55 -56 -58 0
-54 -55 -56 -59 0
-54 -55 -57 -58 0
-54 -55 -57 -59 0
-54 -55 -58 -59 0
-54 -56 -57 -58 0
-54 -56 -57 -59 0
-54 -56 -58 -59 0
-54 -57 -58 -59 0
-55 -56 -57 -58 0
-55 -56 -57 -59 0
-55 -56 -58 -59 0
-55 -57 -58 -59 0
-56 -57 -58 -59 0
54 55 56 57 0
54 55 56 58 0
54 55 56 59 0
54 55 57 58 0
54 55 57 59 0
54 55 58 59 0
54 56 57 58 0
54 56 57 59 0
54 56 58 59 0
54 57 58 59 0
55 56 57 58 0
55 56 57 59 0
55 56 58 59 0
55 57 58 59 0
56 57 58 59 0
-1 -7 -12 -18 -24 -30 0
-1 -7 -12 -18 -24 -36 0
-1 -7 -12 -18 -24 -42 0
-1 -7 -12 -18 -24 -48 0
-1 -7 -12 -18 -24 -54 0
-1 -7 -12 -18 -30 -36 0
-1 -7 -12 -18 -30 -42 0
-1 -7 -12 -18 -30 -48 0
-1 -7 -12 -18 -30 -54 0
-1 -7 -12 -18 -36 -42 0
-1 -7 -12 -18 -36 -48 0
-1 -7 -12 -18 -36 -54 0
-1 -7 -12 -18 -42 -48 0
-1 -7 -12 -18 -42 -54 0
-1 -7 -12 -18 -48 -54 0
-1 -7 -12 -24 -30 -36 0
-1 -7 -12 -24 -30 -42 0
-1 -7 -12 -24 -30 -48 0
-1 -7 -12 -24 -30 -54 0
-1 -7 -12 -24 -36 -42 0
-1 -7 -12 -24 -36 -48 0
-1 -7 -12 -24 -36 -54 0
-1 -7 -12 -24 -42 -48 0
-1 -7 -12 -24 -42 -54 0
-1 -7 -12 -24 -48 -54 0
-1 -7 -12 -30 -36 -42 0
-1 -7 -12 -30 -36 -48 0
-1 -7 -12 -30 -36 -54 0
-1 -7 -12 -30 -42 -48 0
-1 -7 -12 -30 -42 -54 0
-1 -7 -12 -30 -48 -54 0
-1 -7 -12 -36 -42 -48 0
-1 -7 -12 -36 -42 -54 0
-1 -7 -12 -36 -48 -54 0
-1 -7 -12 -42 -48 -54 0
-1 -7 -18 -24 -30 -36 0
-1 -7 -18 -24 -30 -42 0
-1 -7 -18 -24 -30 -48 0
-1 -7 -18 -24 -30 -54 0
-1 -7 -18 -24 -36 -42 0
-1 -7 -18 -24 -36 -48 0
-1 -7 -18 -24 -36 -54 0
-1 -7 -18 -24 -42 -48 0
-1 -7 -18 -24 -42 -54 0
-1 -7 -18 -24 -48 -54 0
-1 -7 -18 -30 -36 -42 0
-1 -7 -18 -30 -36 -48 0
-1 -7 -18 -30 -36 -54 0
-1 -7 -18 -30 -42 -48 0
-1 -7 -18 -30 -42 -54 0
-1 -7 -18 -30 -48 -54 0
-1 -7 -18 -36 -42 -48 0
-1 -7 -18 -36 -42 -54 0
-1 -7 -18 -36 -48 -54 0
-1 -7 -18 -42 -48 -54 0
-1 -7 -24 -30 -36 -42 0
-1 -7 -24 -30 -36 -48 0
-1 -7 -24 -30 -36 -54 0
-1 -7 -24 -30 -42 -48 0
-1 -7 -24 -30 -42 -54 0
-1 -7 -24 -30 -48 -54 0
-1 -7 -24 -36 -42 -48 0
-1 -7 -24 -36 -42 -54 0
-1 -7 -24 -36 -48 -54 0
-1 -7 -24 -42 -48 -54 0
-1 -7 -30 -36 -42 -48 0
-1 -7 -30 -36 -42 -54 0
-1 -7 -30 -36 -48 -54 0
-1 -7 -30 -42 -48 -54 0
-1 -7 -36 -42 -48 -54 0
-1 -12 -18 -24 -30 -36 0
-1 -12 -18 -24 -30 -42 0
-1 -12 -18 -24 -30 -48 0
-1 -12 -18 -24 -30 -54 0
-1 -12 -18 -24 -36 -42 0
-1 -12 -18 -24 -36 -48 0
-1 -12 -18 -24 -36 -54 0
-1 -12 -18 -24 -42 -48 0
-1 -12 -18 -24 -42 -54 0
-1 -12 -18 -24 -48 -54 0
-1 -12 -18 -30 -36 -42 0
-1 -12 -18 -30 -36 -48 0
-1 -12 -18 -30 -36 -54 0
-1 -12 -18 -30 -42 -48 0
-1 -12 -18 -30 -42 -54 0
-1 -12 -18 -30 -48 -54 0
-1 -12 -18 -36 -42 -48 0
-1 -12 -18 -36 -42 -54 0
-1 -12 -18 -36 -48 -54 0
-1 -12 -18 -42 -48 -54 0
-1 -12 -24 -30 -36 -42 0
-1 -12 -24 -30 -36 -48 0
-1 -12 -24 -30 -36 -54 0
-1 -12 -24 -30 -42 -48 0
-1 -12 -24 -30 -42 -54 0
-1 -12 -24 -30 -48 -54 0
-1 -12 -24 -36 -42 -48 0
-1 -12 -24 -36 -42 -54 0
-1 -12 -24 -36 -48 -54 0
-1 -12 -24 -42 -48 -54 0
-1 -12 -30 -36 -42 -48 0
-1 -12 -30 -36 -42 -54 0
-1 -12 -30 -36 -48 -54 0
-1 -12 -30 -42 -48 -54 0
-1 -12 -36 -42 -48 -54 0
-1 -18 -24 -30 -36 -42 0
-1 -18 -24 -30 -36 -48 0
-1 -18 -24 -30 -36 -54 0
-1 -18 -24 -30 -42 -48 0
-1 -18 -24 -30 -42 -54 0
-1 -18 -24 -30 -48 -54 0
-1 -18 -24 -36 -42 -48 0
-1 -18 -24 -36 -42 -54 0
-1 -18 -24 -36 -48 -54 0
-1 -18 -24 -42 -48 -54 0
-1 -18 -30 -36 -42 -48 0
-1 -18 -30 -36 -42 -54 0
-1 -18 -30 -36 -48 -54 0
-1 -18 -30 -42 -48 -54 0
-1 -18 -36 -42 -48 -54 0
-1 -24 -30 -36 -42 -48 0
-1 -24 -30 -36 -42 -54 0
-1 -24 -30 -36 -48 -54 0
-1 -24 -30 -42 -48 -54 0
-1 -24 -36 -42 -48 -54 0
-1 -30 -36 -42 -48 -54 0
-7 -12 -18 -24 -30 -36 0
-7 -12 -18 -24 -30 -42 0
-7 -12 -18 -24 -30 -48 0
-7 -12 -18 -24 -30 -54 0
-7 -12 -18 -24 -36 -42 0
-7 -12 -18 -24 -36 -48 0
-7 -12 -18 -24 -36 -54 0
-7 -12 -18 -24 -42 -48 0
-7 -12 -18 -24 -42 -54 0
-7 -12 -18 -24 -48 -54 0
-7 -12 -18 -30 -36 -42 0
-7 -12 -18 -30 -36 -48 0
-7 -12 -18 -30 -36 -54 0
-7 -12 -18 -30 -42 -48 0
-7 -12 -18 -30 -42 -54 0
-7 -12 -18 -30 -48 -54 0
-7 -12 -18 -36 -42 -48 0
-7 -12 -18 -36 -42 -54 0
-7 -12 -18 -36 -48 -54 0
-7 -12 -18 -42 -48 -54 0
-7 -12 -24 -30 -36 -42 0
-7 -12 -24 -30 -36 -48 0
-7 -12 -24 -30 -36 -54 0
-7 -12 -24 -30 -42 -48 0
-7 -12 -24 -30 -42 -54 0
-7 -12 -24 -30 -48 -54 0
-7 -12 -24 -36 -42 -48 0
-7 -12 -24 -36 -42 -54 0
-7 -12 -24 -36 -48 -54 0
-7 -12 -24 -42 -48 -54 0
-7 -12 -30 -36 -42 -48 0
-7 -12 -30 -36 -42 -54 0
-7 -12 -30 -36 -48 -54 0
-7 -12 -30 -42 -48 -54 0
-7 -12 -36 -42 -48 -54 0
-7 -18 -24 -30 -36 -42 0
-7 -18 -24 -30 -36 -48 0
-7 -18 -24 -30 -36 -54 0
-7 -18 -24 -30 -42 -48 0
-7 -18 -24 -30 -42 -54 0
-7 -18 -24 -30 -48 -54 0
-7 -18 -24 -36 -42 -48 0
-7 -18 -24 -36 -42 -54 0
-7 -18 -24 -36 -48 -54 0
-7 -18 -24 -42 -48 -54 0
-7 -18 -30 -36 -42 -48 0
-7 -18 -30 -36 -42 -54 0
-7 -18 -30 -36 -48 -54 0
-7 -18 -30 -42 -48 -54 0
-7 -18 -36 -42 -48 -54 0
-7 -24 -30 -36 -42 -48 0
-7 -24 -30 -36 -42 -54 0
-7 -24 -30 -36 -48 -54 0
-7 -24 -30 -42 -48 -54 0
-7 -24 -36 -42 -48 -54 0
-7 -30 -36 -42 -48 -54 0
-12 -18 -24 -30 -36 -42 0
-12 -18 -24 -30 -36 -48 0
-12 -18 -24 -30 -36 -54 0
-12 -18 -24 -30 -42 -48 0
-12 -18 -24 -30 -42 -54 0
-12 -18 -24 -30 -48 -54 0
-12 -18 -24 -36 -42 -48 0
-12 -18 -24 -36 -42 -54 0
-12 -18 -24 -36 -48 -54 0
-12 -18 -24 -42 -48 -54 0
-12 -18 -30 -36 -42 -48 0
-12 -18 -30 -36 -42 -54 0
-12 -18 -30 -36 -48 -54 0
-12 -18 -30 -42 -48 -54 0
-12 -18 -36 -42 -48 -54 0
-12 -24 -30 -36 -42 -48 0
-12 -24 -30 -36 -42 -54 0
-12 -24 -30 -36 -48 -54 0
-12 -24 -30 -42 -48 -54 0
-12 -24 -36 -42 -48 -54 0
-12 -30 -36 -42 -48 -54 0
-18 -24 -30 -36 -42 -48 0
-18 -24 -30 -36 -42 -54 0
-18 -24 -30 -36 -48 -54 0
-18 -24 -30 -42 -48 -54 0
-18 -24 -36 -42 -48 -54 0
-18 -30 -36 -42 -48 -54 0
-24 -30 -36 -42 -48 -54 0
1 7 12 18 24 30 0
1 7 12 18 24 36 0
1 7 12 18 24 42 0
1 7 12 18 24 48 0
1 7 12 18 24 54 0
1 7 12 18 30 36 0
1 7 12 18 30 42 0
1 7 12 18 30 48 0
1 7 12 18 30 54 0
1 7 12 18 36 42 0
1 7 12 18 36 48 0
1 7 12 18 36 54 0
1 7 12 18 42 48 0
1 7 12 18 42 54 0
1 7 12 18 48 54 0
1 7 12 24 30 36 0
1 7 12 24 30 42 0
1 7 12 24 30 48 0
1 7 12 24 30 54 0
1 7 12 24 36 42 0
1 7 12 24 36 48 0
1 7 12 24 36 54 0
1 7 12 24 42 48 0
1 7 12 24 42 54 0
1 7 12 24 48 54 0
1 7 12 30 36 42 0
1 7 12 30 36 48 0
1 7 12 30 36 54 0
1 7 12 30 42 48 0
1 7 12 30 42 54 0
1 7 12 30 48 54 0
1 7 12 36 42 48 0
1 7 12 36 42 54 0
1 7 12 36 48 54 0
1 7 12 42 48 54 0
1 7 18 24 30 36 0
1 7 18 24 30 42 0
1 7 18 24 30 48 0
1 7 18 24 30 54 0
1 7 18 24 36 42 0
1 7 18 24 36 48 0
1 7 18 24 36 54 0
1 7 18 24 42 48 0
1 7 18 24 42 54 0
1 7 18 24 48 54 0
1 7 18 30 36 42 0
1 7 18 30 36 48 0
1 7 18 30 36 54 0
1 7 18 30 42 48 0
1 7 18 30 42 54 0
1 7 18 30 48 54 0
1 7 18 36 42 48 0
1 7 18 36 42 54 0
1 7 18 36 48 54 0
1 7 18 42 48 54 0
1 7 24 30 36 42 0
1 7 24 30 36 48 0
1 7 24 30 36 54 0
1 7 24 30 42 48 0
1 7 24 30 42 54 0
1 7 24 30 48 54 0
1 7 24 36 42 48 0
1 7 24 36 42 54 0
1 7 24 36 48 54 0
1 7 24 42 48 54 0
1 7 30 36 42 48 0
1 7 30 36 42 54 0
1 7 30 36 48 54 0
1 7 30 42 48 54 0
1 7 36 42 48 54 0
1 12 18 24 30 36 0
1 12 18 24 30 42 0
1 12 18 24 30 48 0
1 12 18 24 30 54 0
1 12 18 24 36 42 0
1 12 18 24 36 48 0
1 12 18 24 36 54 0
1 12 18 24 42 48 0
1 12 18 24 42 54 0
1 12 18 24 48 54 0
1 12 18 30 36 42 0
1 12 18 30 36 48 0
1 12 18 30 36 54 0
1 12 18 30 42 48 0
1 12 18 30 42 54 0
1 12 18 30 48 54 0
1 12 18 36 42 48 0
1 12 18 36 42 54 0
1 12 18 36 48 54 0
1 12 18 42 48 54 0
1 12 24 30 36 42 0
1 12 24 30 36 48 0
1 12 24 30 36 54 0
1 12 24 30 42 48 0
1 12 24 30 42 54 0
1 12 24 30 48 54 0
1 12 24 36 42 48 0
1 12 24 36 42 54 0
1 12 24 36 48 54 0
1 12 24 42 48 54 0
1 12 30 36 42 48 0
1 12 30 36 42 54 0
1 12 30 36 48 54 0
1 12 30 42 48 54 0
1 12 36 42 48 54 0
1 18 24 30 36 42 0
1 18 24 30 36 48 0
1 18 24 30 36 54 0
1 18 24 30 42 48 0
1 18 24 30 42 54 0
1 18 24 30 48 54 0
1 18 24 36 42 48 0
1 18 24 36 42 54 0
1 18 24 36 48 54 0
1 18 24 42 48 54 0
1 18 30 36 42 48 0
1 18 30 36 42 54 0
1 18 30 36 48 54 0
1 18 30 42 48 54 0
1 18 36 42 48 54 0
1 24 30 36 42 48 0
1 24 30 36 42 54 0
1 24 30 36 48 54 0
1 24 30 42 48 54 0
1 24 36 42 48 54 0
1 30 36 42 48 54 0
7 12 18 24 30 36 0
7 12 18 24 30 42 0
7 12 18 24 30 48 0
7 12 18 24 30 54 0
7 12 18 24 36 42 0
7 12 18 24 36 48 0
7 12 18 24 36 54 0
7 12 18 24 42 48 0
7 12 18 24 42 54 0
7 12 18 24 48 54 0
7 12 18 30 36 42 0
7 12 18 30 36 48 0
7 12 18 30 36 54 0
7 12 18 30 42 48 0
7 12 18 30 42 54 0
7 12 18 30 48 54 0
7 12 18 36 42 48 0
7 12 18 36 42 54 0
7 12 18 36 48 54 0
7 12 18 42 48 54 0
7 12 24 30 36 42 0
7 12 24 30 36 48 0
7 12 24 30 36 54 0
7 12 24 30 42 48 0
7 12 24 30 42 54 0
7 12 24 30 48 54 0
7 12 24 36 42 48 0
7 12 24 36 42 54 0
7 12 24 36 48 54 0
7 12 24 42 48 54 0
7 12 30 36 42 48 0
7 12 30 36 42 54 0
7 12 30 36 48 54 0
7 12 30 42 48 54 0
7 12 36 42 48 54 0
7 18 24 30 36 42 0
7 18 24 30 36 48 0
7 18 24 30 36 54 0
7 18 24 30 42 48 0
7 18 24 30 42 54 0
7 18 24 30 48 54 0
7 18 24 36 42 48 0
7 18 24 36 42 54 0
7 18 24 36 48 54 0
7 18 24 42 48 54 0
7 18 30 36 42 48 0
7 18 30 36 42 54 0
7 18 30 36 48 54 0
7 18 30 42 48 54 0
7 18 36 42 48 54 0
7 24 30 36 42 48 0
7 24 30 36 42 54 0
7 24 30 36 48 54 0
7 24 30 42 48 54 0
7 24 36 42 48 54 0
7 30 36 42 48 54 0
12 18 24 30 36 42 0
12 18 24 30 36 48 0
12 18 24 30 36 54 0
12 18 24 30 42 48 0
12 18 24 30 42 54 0
12 18 24 30 48 54 0
12 18 24 36 42 48 0
12 18 24 36 42 54 0
12 18 24 36 48 54 0
12 18 24 42 48 54 0
12 18 30 36 42 48 0
12 18 30 36 42 54 0
12 18 30 36 48 54 0
12 18 30 42 48 54 0
12 18 36 42 48 54 0
12 24 30 36 42 48 0
12 24 30 36 42 54 0
12 24 30 36 48 54 0
12 24 30 42 48 54 0
12 24 36 42 48 54 0
12 30 36 42 48 54 0
18 24 30 36 42 48 0
18 24 30 36 42 54 0
18 24 30 36 48 54 0
18 24 30 42 48 54 0
18 24 36 42 48 54 0
18 30 36 42 48 54 0
24 30 36 42 48 54 0
-2 -8 -13 -19 -25 -31 0
-2 -8 -13 -19 -25 -37 0
-2 -8 -13 -19 -25 -43 0
-2 -8 -13 -19 -25 -49 0
-2 -8 -13 -19 -25 -55 0
-2 -8 -13 -19 -31 -37 0
-2 -8 -13 -19 -31 -43 0
-2 -8 -13 -19 -31 -49 0
-2 -8 -13 -19 -31 -55 0
-2 -8 -13 -19 -37 -43 0
-2 -8 -13 -19 -37 -49 0
-2 -8 -13 -19 -37 -55 0
-2 -8 -13 -19 -43 -49 0
-2 -8 -13 -19 -43 -55 0
-2 -8 -13 -19 -49 -55 0
-2 -8 -13 -25 -31 -37 0
-2 -8 -13 -25 -31 -43 0
-2 -8 -13 -25 -31 -49 0
-2 -8 -13 -25 -31 -55 0
-2 -8 -13 -25 -37 -43 0
-2 -8 -13 -25 -37 -49 0
-2 -8 -13 -25 -37 -55 0
-2 -8 -13 -25 -43 -49 0
-2 -8 -13 -25 -43 -55 0
-2 -8 -13 -25 -49 -55 0
-2 -8 -13 -31 -37 -43 0
-2 -8 -13 -31 -37 -49 0
-2 -8 -13 -31 -37 -55 0
-2 -8 -13 -31 -43 -49 0
-2 -8 -13 -31 -43 -55 0
-2 -8 -13 -31 -49 -55 0
-2 -8 -13 -37 -43 -49 0
-2 -8 -13 -37 -43 -55 0
-2 -8 -13 -37 -49 -55 0
-2 -8 -13 -43 -49 -55 0
-2 -8 -19 -25 -31 -37 0
-2 -8 -19 -25 -31 -43 0
-2 -8 -19 -25 -31 -49 0
-2 -8 -19 -25 -31 -55 0
-2 -8 -19 -25 -37 -43 0
-2 -8 -19 -25 -37 -49 0
-2 -8 -19 -25 -37 -55 0
-2 -8 -19 -25 -43 -49 0
-2 -8 -19 -25 -43 -55 0
-2 -8 -19 -25 -49 -55 0
-2 -8 -19 -31 -37 -43 0
-2 -8 -19 -31 -37 -49 0
-2 -8 -19 -31 -37 -55 0
-2 -8 -19 -31 -43 -49 0
-2 -8 -19 -31 -43 -55 0
-2 -8 -19 -31 -49 -55 0
-2 -8 -19 -37 -43 -49 0
-2 -8 -19 -37 -43 -55 0
-2 -8 -19 -37 -49 -55 0
-2 -8 -19 -43 -49 -55 0
-2 -8 -25 -31 -37 -43 0
-2 -8 -25 -31 -37 -49 0
-2 -8 -25 -31 -37 -55 0
-2 -8 -25 -31 -43 -49 0
-2 -8 -25 -31 -43 -55 0
-2 -8 -25 -31 -49 -55 0
-2 -8 -25 -37 -43 -49 0
-2 -8 -25 -37 -43 -55 0
-2 -8 -25 -37 -49 -55 0
-2 -8 -25 -43 -49 -55 0
-2 -8 -31 -37 -43 -49 0
-2 -8 -31 -37 -43 -55 0
-2 -8 -31 -37 -49 -55 0
-2 -8 -31 -43 -49 -55 0
-2 -8 -37 -43 -49 -55 0
-2 -13 -19 -25 -31 -37 0
-2 -13 -19 -25 -31 -43 0
-2 -13 -19 -25 -31 -49 0
-2 -13 -19 -25 -31 -55 0
-2 -13 -19 -25 -37 -43 0
-2 -13 -19 -25 -37 -49 0
-2 -13 -19 -25 -37 -55 0
-2 -13 -19 -25 -43 -49 0
-2 -13 -19 -25 -43 -55 0
-2 -13 -19 -25 -49 -55 0
-2 -13 -19 -31 -37 -43 0
-2 -13 -19 -31 -37 -49 0
-2 -13 -19 -31 -37 -55 0
-2 -13 -19 -31 -43 -49 0
-2 -13 -19 -31 -43 -55 0
-2 -13 -19 -31 -49 -55 0
-2 -13 -19 -37 -43 -49 0
-2 -13 -19 -37 -43 -55 0
-2 -13 -19 -37 -49 -55 0
-2 -13 -19 -43 -49 -55 0
-2 -13 -25 -31 -37 -43 0
-2 -13 -25 -31 -37 -49 0
-2 -13 -25 -31 -37 -55 0
-2 -13 -25 -31 -43 -49 0
-2 -13 -25 -31 -43 -55 0
-2 -13 -25 -31 -49 -55 0
-2 -13 -25 -37 -43 -49 0
-2 -13 -25 -37 -43 -55 0
-2 -13 -25 -37 -49 -55 0
-2 -13 -25 -43 -49 -55 0
-2 -13 -31 -37 -43 -49 0
-2 -13 -31 -37 -43 -55 0
-2 -13 -31 -37 -49 -55 0
-2 -13 -31 -43 -49 -55 0
-2 -13 -37 -43 -49 -55 0
-2 -19 -25 -31 -37 -43 0
-2 -19 -25 -31 -37 -49 0
-2 -19 -25 -31 -37 -55 0
-2 -19 -25 -31 -43 -49 0
-2 -19 -25 -31 -43 -55 0
-2 -19 -25 -31 -49 -55 0
-2 -19 -25 -37 -43 -49 0
-2 -19 -25 -37 -43 -55 0
-2 -19 -25 -37 -49 -55 0
-2 -19 -25 -43 -49 -55 0
-2 -19 -31 -37 -43 -49 0
-2 -19 -31 -37 -43 -55 0
-2 -19 -31 -37 -49 -55 0
-2 -19 -31 -43 -49 -55 0
-2 -19 -37 -43 -49 -55 0
-2 -25 -31 -37 -43 -49 0
-2 -25 -31 -37 -43 -55 0
-2 -25 -31 -37 -49 -55 0
-2 -25 -31 -43 -49 -55 0
-2 -25 -37 -43 -49 -55 0
-2 -31 -37 -43 -49 -55 0
-8 -13 -19 -25 -31 -37 0
-8 -13 -19 -25 -31 -43 0
-8 -13 -19 -25 -31 -49 0
-8 -13 -19 -25 -31 -55 0
-8 -13 -19 -25 -37 -43 0
-8 -13 -19 -25 -37 -49 0
-8 -13 -19 -25 -37 -55 0
-8 -13 -19 -25 -43 -49 0
-8 -13 -19 -25 -43 -55 0
-8 -13 -19 -25 -49 -55 0
-8 -13 -19 -31 -37 -43 0
-8 -13 -19 -31 -37 -49 0
-8 -13 -19 -31 -37 -55 0
-8 -13 -19 -31 -43 -49 0
-8 -13 -19 -31 -43 -55 0
-8 -13 -19 -31 -49 -55 0
-8 -13 -19 -37 -43 -49 0
-8 -13 -19 -37 -43 -55 0
-8 -13 -19 -37 -49 -55 0
-8 -13 -19 -43 -49 -55 0
-8 -13 -25 -31 -37 -43 0
-8 -13 -25 -31 -37 -49 0
-8 -13 -25 -31 -37 -55 0
-8 -13 -25 -31 -43 -49 0
-8 -13 -25 -31 -43 -55 0
-8 -13 -25 -31 -49 -55 0
-8 -13 -25 -37 -43 -49 0
-8 -13 -25 -37 -43 -55 0
-8 -13 -25 -37 -49 -55 0
-8 -13 -25 -43 -49 -55 0
-8 -13 -31 -37 -43 -49 0
-8 -13 -31 -37 -43 -55 0
-8 -13 -31 -37 -49 -55 0
-8 -13 -31 -43 -49 -55 0
-8 -13 -37 -43 -49 -55 0
-8 -19 -25 -31 -37 -43 0
-8 -19 -25 -31 -37 -49 0
-8 -19 -25 -31 -37 -55 0
-8 -19 -25 -31 -43 -49 0
-8 -19 -25 -31 -43 -55 0
-8 -19 -25 -31 -49 -55 0
-8 -19 -25 -37 -43 -49 0
-8 -19 -25 -37 -43 -55 0
-8 -19 -25 -37 -49 -55 0
